budget,genres,id,production_companies,release_date,release_month,revenue,tagline,title,vote_average,award_noms
50000000,Comedy,329833,"[{'name': 'Scott Rudin Productions', 'id': 258}, {'name': 'Red Hour Films', 'id': 12178}]",2/6/2016,February,55969000,Long time no Z,Zoolander 2,4.7,0
38000000,Comedy,259694,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Flower Films', 'id': 2214}, {'name': 'Metro-Goldwyn-Mayer Pictures', 'id': 6127}]",1/21/2016,January,112343513,Welcome to the party,How to Be Single,5.9,0
20000000,Romance,351819,"[{'name': 'Open Road Films (II)', 'id': 16313}]",1/28/2016,January,21164799,Way shadier than gray.,Fifty Shades of Black,4.3,0
22500000,Drama,340666,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Artina Films', 'id': 2394}, {'name': 'Fade to Black Productions', 'id': 9351}, {'name': 'Focus Features', 'id': 10146}]",11/4/2016,November,29252978,When you love someone you can't just throw it away,Nocturnal Animals,7.2,0
50000000,Comedy,274167,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Gary Sanchez Productions', 'id': 4740}, {'name': 'Red Granite Pictures', 'id': 19177}]",12/25/2015,December,242786137,Choose your Daddy,Daddy's Home,5.8,0
30000000,Comedy,266294,"[{'name': 'Little Stranger', 'id': 26402}]",12/18/2015,December,105011053,Big sisters don't always know best.,Sisters,5.8,0
145000000,Action,140300,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'DreamWorks Animation', 'id': 521}, {'name': 'China Film Co.', 'id': 40890}, {'name': 'Oriental DreamWorks', 'id': 76266}]",1/23/2016,January,521170825,Grab destiny by the rice dumplings.,Kung Fu Panda 3,6.7,0
19500000,War,362045,"[{'name': 'SLB Films', 'id': 3171}, {'name': 'Eros International', 'id': 3653}]",12/18/2015,December,56000000,,Bajirao Mastani,7.2,0
3849796,Comedy,201386,[],12/17/2013,December,7471304,De nieuwe truitjes,F.C. De Kampioenen: Kampioen zijn blijft plezant,6.3,0
28000000,Romance,58431,"[{'name': 'Lionsgate', 'id': 1632}, {'name': 'Handsomecharlie Films', 'id': 8873}, {'name': 'Cross Creek Pictures', 'id': 10246}, {'name': 'Darko Entertainment', 'id': 12622}, {'name': 'Panorama Media', 'id': 13395}, {'name': 'QC Entertainment', 'id': 72725}]",2/4/2016,February,16374328,Bloody lovely.,Pride and Prejudice and Zombies,5.5,0
25000000,Action,174751,"[{'name': 'Handsomecharlie Films', 'id': 8873}, {'name': 'Unanimous Pictures', 'id': 13242}, {'name': 'Straight Up Films', 'id': 13403}, {'name': '1821 Pictures', 'id': 14358}, {'name': 'Scott Pictures', 'id': 14359}]",1/1/2016,January,1397284,,Jane Got a Gun,5.4,0
26000000,Crime,370665,"[{'name': 'Red Chillies Entertainment', 'id': 2343}, {'name': 'Rohit Shetty Productions', 'id': 89687}]",12/18/2015,December,61000000,,Dilwale,6.3,0
12000000,Drama,333596,"[{'name': 'Sony Pictures', 'id': 34}]",10/15/2015,October,14394097,One Hope. One Truth. One Way (John 14:6),Woodlawn,6.8,0
2000000,Crime,331190,"[{'name': 'Itaca Films', 'id': 16322}, {'name': 'BN Films', 'id': 30531}, {'name': 'Brightside Entertainment', 'id': 56735}, {'name': '1019 Entertainment', 'id': 56736}, {'name': 'Yoruba Saxon Productions', 'id': 65927}]",9/17/2015,September,2801508,Faith. Redemption. Survival.,Captive,5.6,0
10000000,Horror,329440,"[{'name': 'Lava Bear Films', 'id': 32300}, {'name': 'AI-Film', 'id': 51860}, {'name': 'Phantom Four Films', 'id': 69579}]",1/7/2016,January,40055439,Everyone comes here looking for a way out,The Forest,4.8,0
4500000,Action,37460,"[{'name': 'Madras Talkies', 'id': 3118}, {'name': 'Reliance Big Pictures', 'id': 6583}]",6/18/2010,June,4200000,"Not just a story, a world.",Raavan,4.2,0
6700000,Action,102632,"[{'name': 'SLB Films Pvt. Ltd.', 'id': 3170}]",6/1/2012,June,31000000,,Rowdy Rathore,5.6,0
5200000,Thriller,275269,"[{'name': 'Getaway Films', 'id': 12865}, {'name': 'Rajkumar Hirani Films', 'id': 44163}, {'name': 'Vinod Chopra Films', 'id': 44164}]",1/7/2016,January,9200000,This new year make your best move,Wazir,6.7,0
18000000,Adventure,276905,"[{'name': 'Lionsgate', 'id': 1632}, {'name': 'Splash Entertainment', 'id': 67327}, {'name': 'Telegael', 'id': 72280}, {'name': 'Assemblage Entertainment', 'id': 72281}]",1/14/2016,January,17062499,Bear to be different,Norm of the North,4.1,0
40000000,Action,323675,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Cube Vision', 'id': 2780}, {'name': 'Will Packer Productions', 'id': 49968}, {'name': 'Reel Chefs Catering', 'id': 83397}]",1/14/2016,January,124827316,The brothers-in-law are back,Ride Along 2,6.1,0
23000000,Comedy,319888,"[{'name': 'Studio Babelsberg', 'id': 264}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Marv Films', 'id': 5374}, {'name': 'Saville Productions', 'id': 73620}]",2/26/2016,February,46152411,"Win or lose, always aim high",Eddie the Eagle,7.2,0
4500000,Thriller,375290,"[{'name': 'T-Series', 'id': 3522}, {'name': 'Hari Om Entertainment Co.', 'id': 3942}, {'name': 'Cape Of Good Films', 'id': 35063}]",1/22/2016,January,32000000,"170,000 Refugees, 488 Flights, 59 Days, 1 Man",Airlift,7.3,0
13500000,Drama,273899,"[{'name': 'Centropolis Entertainment', 'id': 347}, {'name': ""Mel's Cite du Cinema"", 'id': 54502}]",9/18/2015,September,187674,Where Pride Began,Stonewall,5.2,0
10000000,Horror,321258,"[{'name': 'Lakeshore Entertainment', 'id': 126}, {'name': 'Vertigo Entertainment', 'id': 829}, {'name': 'Diamond Films', 'id': 2912}, {'name': 'Showtime Networks', 'id': 18880}, {'name': 'STX Entertainment', 'id': 47729}]",1/22/2016,January,64188367,Every child needs to feel loved.,The Boy,5.8,0
5000000,Drama,343795,"[{'name': 'Emmett/Furla Films', 'id': 10405}, {'name': 'Giving Films', 'id': 68117}]",9/11/2015,September,4842699,Hope lives,90 Minutes in Heaven,5.4,0
20000000,Action,335778,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Affirm Films', 'id': 10156}, {'name': 'LD Entertainment', 'id': 10285}, {'name': 'Patrick Aiello Productions', 'id': 59827}]",2/19/2016,February,46069568,Witness the manhunt that changed the course of human history,Risen,5.7,0
11500000,Comedy,291870,"[{'name': 'Lionsgate', 'id': 1632}, {'name': 'Josephson Entertainment', 'id': 1894}, {'name': 'QED International', 'id': 11029}, {'name': ""Ninjas Runnin' Wild Productions"", 'id': 28200}, {'name': 'Covert Media', 'id': 73666}, {'name': 'BillBlock Media', 'id': 90185}]",1/21/2016,January,94073028,This is Jason. He's a little worried about his grandpa.,Dirty Grandpa,5.7,0
2500000,Drama,364427,"[{'name': 'Central Partnership', 'id': 9342}]",9/17/2015,September,302000,,Orleans,6,0
80000000,Action,300673,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Whitaker Entertainment', 'id': 51164}, {'name': 'Bergsten Music', 'id': 77739}, {'name': 'Red Hawk Entertainment', 'id': 78217}]",1/25/2016,January,52099090,"32 survivors, room for 12.",The Finest Hours,6.3,0
722083,History,293122,[],11/12/2014,November,499168,,The Guide,8.6,0
8500000,Drama,339408,"[{'name': 'Phantom Four', 'id': 423}, {'name': 'Mandalay Pictures', 'id': 551}, {'name': 'Bron Studios', 'id': 13240}, {'name': 'Tiny Giant Entertainment', 'id': 53155}]",9/9/2016,September,15861566,The Untold Story of Nat Turner,The Birth of a Nation,6.4,0
6400000,Comedy,44566,"[{'name': 'Eros Entertainment', 'id': 7142}, {'name': 'Nadiadwala Grandson Entertainment', 'id': 60536}]",9/24/2010,September,5900000,All the greatest love stories...are between strangers,Anjaana Anjaani,6.1,0
884130,Thriller,351072,[],10/6/2014,October,2259444,,Na Maloom Afraad,6.2,0
20000000,Drama,296096,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Sunswept Entertainment', 'id': 5219}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",6/2/2016,June,207945075,#LiveBoldly,Me Before You,7.6,0
20000000,Action,146198,"[{'name': 'Worldview Entertainment', 'id': 9015}, {'name': 'Anonymous Content', 'id': 30420}, {'name': 'MadRiver Pictures', 'id': 73493}, {'name': 'Sierra Pictures', 'id': 78595}, {'name': 'Surefire Capital', 'id': 78596}]",2/19/2016,February,12639297,The Code on the Street is Never Black & White,Triple 9,5.6,0
140000000,Fantasy,205584,"[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Mystery Clock Cinema', 'id': 908}, {'name': 'Thunder Road Pictures', 'id': 3528}, {'name': 'TIK Films', 'id': 72441}, {'name': 'Pyramania', 'id': 88715}]",2/25/2016,February,150680864,The battle for eternity begins,Gods of Egypt,5.2,0
1400000,Adventure,336808,"[{'name': 'Caracol TelevisiÃ³n', 'id': 2586}, {'name': 'Buffalo Films', 'id': 44391}, {'name': 'Buffalo Producciones', 'id': 51701}, {'name': 'Nortesur Producciones', 'id': 72691}, {'name': 'Ciudad Lunar Producciones', 'id': 72692}, {'name': 'Dago GarcÃ­a Producciones', 'id': 72693}, {'name': 'MC Producciones', 'id': 72694}]",5/25/2015,May,1320005,,Embrace of the Serpent,7.8,0
10721568,Drama,376869,"[{'name': 'Fox Star Studios', 'id': 12154}, {'name': 'Bling Unplugged', 'id': 71966}]",2/19/2016,February,2978994,Fear Gave Her Courage,Neerja,7.4,0
5000000,Action,323677,"[{'name': 'Forecast Pictures', 'id': 12686}, {'name': 'Solofilms', 'id': 50083}, {'name': 'JoBro Productions & Film Finance', 'id': 50084}, {'name': 'Trinity Race', 'id': 78218}]",2/19/2016,February,24804129,The incredible true story of gold medal champion Jesse Owens,Race,7,0
15000000,Thriller,333371,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Bad Robot', 'id': 11461}, {'name': 'Spectrum Effects', 'id': 78177}]",3/10/2016,March,108286421,Monsters come in many forms.,10 Cloverfield Lane,6.8,0
60000000,Action,267860,"[{'name': 'Millennium Films', 'id': 10254}, {'name': 'LHF Film', 'id': 73045}, {'name': 'Gerard Butler Alan Siegel Entertainment', 'id': 73046}, {'name': 'Nu Boyana Film Studios', 'id': 74795}]",3/2/2016,March,205754447,The world's leaders have assembled. So have their enemies.,London Has Fallen,5.8,0
150000000,Animation,269149,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Walt Disney Animation Studios', 'id': 6125}]",2/11/2016,February,1023784195,Welcome to the urban jungle.,Zootopia,7.7,1
35000000,War,279641,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Broadway Video', 'id': 1756}, {'name': 'Little Stranger', 'id': 26402}]",3/4/2016,March,23083334,From the headlines to the front lines,Whiskey Tango Foxtrot,6,0
18500000,Drama,318850,"[{'name': 'Focus Features', 'id': 10146}]",3/10/2016,March,6490401,"Before he was the savior, he was a child.",The Young Messiah,6.4,0
35000000,Action,267193,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Big Talk Productions', 'id': 443}, {'name': 'Sony Pictures Releasing', 'id': 3045}, {'name': 'Sony Pictures Entertainment (SPE)', 'id': 7431}, {'name': 'Working Title Films', 'id': 10163}, {'name': 'Blue Sky Films', 'id': 33680}, {'name': 'LStar Capital', 'id': 34034}, {'name': 'Four by Two Films', 'id': 34620}]",2/24/2016,February,25182929,Behind every hero is an embarrassing sibling,Grimsby,5.7,0
37000000,Action,299824,"[{'name': 'Beijing Enlight Pictures', 'id': 32696}]",12/18/2015,December,278300000,,Mojin: The Lost Legend,6,0
36000000,Action,365222,"[{'name': 'Mandarin Films Distribution Co.', 'id': 4054}]",12/19/2015,December,156844753,,Ip Man 3,6.5,0
14000000,Comedy,300602,"[{'name': 'Lightbox Entertainment', 'id': 15285}, {'name': '4 Cats Pictures', 'id': 37209}]",8/28/2015,August,8306690,,Capture the Flag,5.7,0
143149,Family,341007,"[{'name': 'Waadi Animations', 'id': 53804}, {'name': 'ARY Films', 'id': 83223}, {'name': 'SOC Films', 'id': 83224}]",5/21/2015,May,645135,,3 Braves,7.5,0
2300000,Drama,14467,"[{'name': 'PVR Cinemas', 'id': 3661}]",7/4/2008,July,11100000,So when do you know it's love?,Jaane Tu... Ya Jaane Na,6.7,0
2400000,Drama,15864,"[{'name': 'Yash Raj Films', 'id': 1569}]",8/14/2008,August,9600000,,Bachna Ae Haseeno,6.5,0
10000000,Drama,14071,"[{'name': 'Dharma Productions', 'id': 19146}]",11/13/2008,November,20000000,A story about two guys... a girl... and one little lie. Believe it!,Dostana,6.4,0
750000,Foreign,15979,"[{'name': 'One More Thought Entertainment', 'id': 3124}]",8/22/2008,August,2760000,,Phoonk,3.5,0
7000000,Action,111836,[],5/11/2012,May,16000000,He is Special,Gabbar Singh,5.1,0
5990000,Romance,148265,"[{'name': 'Varahi Chalana Chitram', 'id': 44160}, {'name': 'Suresh Productions', 'id': 44161}]",6/6/2012,June,19450000,,Eega,6.7,0
3000000,Comedy,19980,"[{'name': 'People Pictures', 'id': 3694}]",5/15/2009,May,6600000,,99,5.6,0
7500000,Comedy,44565,[],7/23/2010,July,10000000,,Khatta Meetha,5.1,0
3750000,Comedy,34144,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Wide Frame Pictures', 'id': 14041}, {'name': 'Panorama Studios', 'id': 44223}]",2/26/2010,February,5000000,,"Dear Guest, When Will You Leave?",6.2,0
13100000,Drama,61400,"[{'name': 'UTV Motion Pictures', 'id': 2320}]",4/8/2011,April,4100000,Husbands will say sorry ... Wives will say thank you!,Thank You,5.7,0
4200000,Romance,271200,"[{'name': 'Nadiadwala Grandsons', 'id': 1576}]",5/23/2014,May,10000000,,Heropanti,5.4,0
60720000,Comedy,381890,"[{'name': 'China Film Group', 'id': 5635}]",2/8/2016,February,553810228,"Half Fish, Half Human, 100% Assassin",The Mermaid,6.2,0
7000000,Thriller,301365,"[{'name': 'Bold Films', 'id': 2266}, {'name': 'Amazon Studios', 'id': 20580}, {'name': 'Vendian Entertainment', 'id': 50481}, {'name': 'Space Rocket Nation', 'id': 67574}]",6/8/2016,June,1333124,Beauty is vicious.,The Neon Demon,6.4,0
3000000,Drama,37941,"[{'name': 'Red Giant Movies', 'id': 7125}]",2/26/2010,February,12000000,,Vinnaithaandi Varuvaayaa,7.7,0
3230939,Action,20049,"[{'name': 'AVM Productions', 'id': 16424}]",4/3/2009,April,18000000,,Ayan,6.7,0
2915739,Horror,31629,[],1/16/2009,January,14000000,,Arundhati,5.6,0
440141,Drama,199160,"[{'name': 'Amigos Creations', 'id': 32414}]",9/28/2007,September,2640850,,Happy Days,6.6,0
13000000,Drama,338065,"[{'name': 'Excel Entertainment', 'id': 2934}, {'name': 'Babieka', 'id': 20656}, {'name': 'Junglee Pictures', 'id': 63187}]",6/5/2015,June,22000000,,Dil Dhadakne Do,6.7,0
13000000,Drama,333352,"[{'name': 'Entertainment One', 'id': 8147}, {'name': 'Moonlighting Films', 'id': 9137}, {'name': 'Raindog Films', 'id': 75932}]",9/11/2015,September,18704595,Welcome to the new front line,Eye in the Sky,7.2,0
1000000,Comedy,320588,"[{'name': 'Red Crown Productions', 'id': 16945}, {'name': 'Haven Entertainment', 'id': 19548}]",11/27/2015,November,14444999,She's not ready to act her age,"Hello, My Name Is Doris",6.5,0
8000000,Action,333385,"[{'name': 'Amasia Entertainment', 'id': 15465}, {'name': '3311 Productions', 'id': 19632}, {'name': 'Circle of Confusion', 'id': 23921}]",2/29/2016,February,34694,They make a killer couple.,Mr. Right,6.3,0
16000000,Drama,339984,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Sony Pictures Entertainment', 'id': 5752}]",3/17/2016,March,73883359,How do we explain the impossible?,Miracles from Heaven,6.8,0
29000000,Comedy,315664,"[{'name': 'BBC Films', 'id': 288}, {'name': 'Qwerty Films', 'id': 892}, {'name': 'PathÃ©', 'id': 7981}]",5/6/2016,May,48902953,"People may say I couldn't sing, but no one can say I didn't sing",Florence Foster Jenkins,6.7,0
18000000,Romance,302688,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Playtone', 'id': 4171}, {'name': 'HBO Films', 'id': 7429}, {'name': 'Gold Circle Films', 'id': 12026}]",3/23/2016,March,88923251,People change. Greeks don't.,My Big Fat Greek Wedding 2,5.6,0
300000,Action,357706,"[{'name': 'UTV Motion Pictures', 'id': 2320}, {'name': 'Y NOT Studios', 'id': 11835}, {'name': 'Thirukumaran Entertainment', 'id': 14294}, {'name': 'Rajkumar Hirani Films', 'id': 44163}]",1/28/2016,January,2100000,,Irudhi Suttru,6.7,0
13000000,Drama,297806,"[{'name': 'Bron Studios', 'id': 13240}, {'name': 'RatPac Entertainment', 'id': 28732}]",2/5/2016,February,1646788,The story of Hank Williams,I Saw the Light,5.9,0
15000000,Action,342521,"[{'name': 'New Line Cinema', 'id': 12}]",4/21/2016,April,20566327,"Kitten, please.",Keanu,6,0
1300000,Horror,375742,"[{'name': 'WytwÃ³rnia FilmÃ³w Dokumentalnych i Fabularnych (WFDiF)', 'id': 37732}, {'name': 'Telewizja Polska\t(koprodukcja)', 'id': 72890}, {'name': 'Polski Instytut Sztuki Filmowej (wspÃ³Å‚finansowanie)', 'id': 74691}, {'name': 'Platige Image (koprodukcja)', 'id': 74925}, {'name': 'HBO Polska (koprodukcja)', 'id': 74926}]",12/25/2015,December,101657,,The Lure,6.1,0
700000,Drama,336011,"[{'name': 'Killer Films', 'id': 1422}, {'name': 'Greencard Pictures', 'id': 64854}, {'name': 'Bank Street Films', 'id': 71894}, {'name': 'SupermarchÃ©', 'id': 71895}]",9/2/2016,September,200242,,White Girl,5.5,0
3000000,Comedy,296360,"[{'name': 'Blinder Films', 'id': 9225}, {'name': 'Chic Films', 'id': 12398}, {'name': 'Amazon Studios', 'id': 20580}, {'name': 'Westerly Films', 'id': 37812}, {'name': 'Revolver Amsterdam', 'id': 46421}]",5/27/2016,May,14016568,A lady never reveals her tactics.,Love & Friendship,6.4,0
400000,Documentary,292081,[],5/22/2015,May,88097,If there are mountains let's climb them. If there are buildings let's jump off them.,Sunshine Superman,7.2,0
10000000,Comedy,295699,"[{'name': 'Annapurna Pictures', 'id': 13184}]",3/30/2016,March,3400278,Here for a good time not a long time,Everybody Wants Some!!,6.3,0
4000000,Romance,369557,"[{'name': 'Cosmo-Films', 'id': 513}, {'name': 'Likely Story', 'id': 1785}, {'name': 'FilmNation Entertainment', 'id': 7493}, {'name': 'Filmwave Pictures', 'id': 42379}, {'name': 'PalmStar Media', 'id': 49152}, {'name': 'Distressed Films', 'id': 68417}]",3/11/2016,March,13624522,Boy meets girl. Girl unimpressed. Boy starts band.,Sing Street,8,0
5000000,Comedy,370755,"[{'name': 'Amazon Studios', 'id': 20580}, {'name': 'K5 Film', 'id': 23437}, {'name': 'Animal Kingdom', 'id': 26995}, {'name': 'Inkjet Productions', 'id': 86041}]",11/17/2016,November,2152738,"If you ever left me, I'd tear my heart out and never put it back",Paterson,7,0
115000000,Action,290595,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Perfect World Pictures', 'id': 10338}, {'name': 'Roth Films', 'id': 16314}]",4/6/2016,April,164602163,The story before Snow White,The Huntsman: Winter's War,6,0
35000000,Comedy,325133,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Perfect World Pictures', 'id': 10338}, {'name': 'Point Grey Pictures', 'id': 16615}, {'name': 'Good Universe', 'id': 17393}]",5/4/2016,May,108758521,New neighbors.,Neighbors 2: Sorority Rising,5.6,0
4000000,Action,68016,"[{'name': 'Sun Pictures', 'id': 7135}]",1/14/2011,January,6000000,,Aadukalam,6.8,0
325000,Drama,372226,"[{'name': 'Wunderbar Films', 'id': 12466}, {'name': 'Grass Root Film Company', 'id': 14143}, {'name': 'Lyca Productions', 'id': 35124}]",2/4/2016,February,1600000,,Visaranai,8,0
2100000,Drama,374465,"[{'name': 'ARTE France CinÃ©ma', 'id': 94}, {'name': 'Procirep', 'id': 311}, {'name': 'RhÃ´ne-Alpes CinÃ©ma', 'id': 1666}, {'name': 'FilmfÃ¶rderungsanstalt (FFA)', 'id': 4247}, {'name': 'Canal+', 'id': 5358}, {'name': 'Centre National de la CinÃ©matographie (CNC)', 'id': 18367}, {'name': 'Detailfilm', 'id': 48663}, {'name': 'CG CinÃ©ma', 'id': 51696}, {'name': 'Cofinova 12', 'id': 78935}, {'name': 'CinÃ©mage 10', 'id': 78936}, {'name': 'SoficinÃ©ma 11 DÃ©veloppement', 'id': 85253}]",3/16/2016,March,282382,,Things to Come,6.5,0
