budget,genres,id,production_companies,release_date,release_month,revenue,tagline,title,vote_average,award_noms
5000000,Crime,85889,"[{'name': 'Egoli Tossell Film AG', 'id': 2254}, {'name': 'Steel Mill Pictures', 'id': 15282}, {'name': 'Entre Chien et Loup', 'id': 15472}, {'name': 'Filmgate Films', 'id': 18230}, {'name': 'Logie Pictures', 'id': 19637}, {'name': 'Altitude Film Entertainment', 'id': 19638}, {'name': 'Film House Germany', 'id': 19639}, {'name': 'Maven Pictures', 'id': 19640}]",9/23/2013,September,9114264,"It's a filthy job getting to the top, but someone's got to do it.",Filth,6.8,0
15000000,Action,19623,[],10/2/2008,October,3250000,,Drona,2.6,0
8500000,Comedy,175528,"[{'name': 'Sneak Preview Productions', 'id': 31835}]",9/27/2013,September,22456509,She's done flying solo.,Baggage Claim,5.6,0
100000,Horror,115210,"[{'name': 'BÃ³rd ScannÃ¡n na hÃ‰ireann', 'id': 1898}, {'name': 'Irish Film Board', 'id': 5267}, {'name': 'Fantastic Films', 'id': 18078}, {'name': 'MPI Media Group', 'id': 23457}, {'name': 'Tailored Films', 'id': 23459}, {'name': 'Solid Entertainment', 'id': 23460}]",5/19/2012,May,95000,You'll die laughing...,Stitches,5.5,0
50000000,Action,107846,"[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Atmosphere Entertainment MM', 'id': 2995}, {'name': 'Emmett/Furla Films', 'id': 10405}, {'name': 'Mark Canton Productions', 'id': 11761}, {'name': 'Envision Entertainment', 'id': 31832}, {'name': 'Boies / Schiller Film Group', 'id': 36212}, {'name': 'Knightsbridge Entertainment', 'id': 46961}]",10/9/2013,October,122915111,No one breaks out alone.,Escape Plan,6.7,0
30000000,Drama,133805,"[{'name': 'Screen Gems', 'id': 3287}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Misher Films', 'id': 11581}]",10/16/2013,October,82394288,Know her name. Fear her power.,Carrie,5.8,0
28000000,Drama,162903,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Participant Media', 'id': 6735}, {'name': 'Reliance Entertainment', 'id': 7294}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Anonymous Content', 'id': 10039}]",10/11/2013,October,8555008,You can't expose the world's secrets without exposing yourself,The Fifth Estate,5.7,0
25000000,Thriller,109091,"[{'name': 'Ingenious Media', 'id': 290}, {'name': 'Fox 2000 Pictures', 'id': 711}, {'name': 'Scott Free Productions', 'id': 1645}, {'name': 'Kanzaman', 'id': 4169}, {'name': 'Nick Wechsler Productions', 'id': 8073}, {'name': 'Big Screen Productions', 'id': 10893}, {'name': 'Chockstone Pictures', 'id': 13649}, {'name': 'Translux', 'id': 14384}, {'name': 'TSG Entertainment', 'id': 22213}]",10/25/2013,October,71009334,Sin Is A Choice.,The Counselor,5,0
20000000,Drama,76203,"[{'name': 'Plan B Entertainment', 'id': 81}, {'name': 'Regency Enterprises', 'id': 508}, {'name': 'River Road Entertainment', 'id': 1246}, {'name': 'Film4', 'id': 9349}, {'name': 'New Regency Pictures', 'id': 10104}]",10/18/2013,October,187000000,The extraordinary true story of Solomon Northup,12 Years a Slave,7.9,9
9000000,Action,152747,"[{'name': 'Sudden Storm Productions', 'id': 6742}, {'name': 'FilmNation Entertainment', 'id': 7493}, {'name': 'Treehouse Pictures', 'id': 14580}, {'name': 'Before the Door Pictures', 'id': 14861}, {'name': 'Washington Square Films', 'id': 14862}, {'name': 'Black Bear Pictures', 'id': 22146}]",10/18/2013,October,6108720,Never give up.,All Is Lost,6.6,0
110000000,Science Fiction,80274,"[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Chartoff Productions', 'id': 3200}, {'name': 'Odd Lot Entertainment', 'id': 3263}, {'name': 'K/O Paper Products', 'id': 7296}, {'name': 'Digital Domain', 'id': 31825}, {'name': 'Taleswapper', 'id': 31826}]",10/23/2013,October,125537191,This is not a game.,Ender's Game,6.6,0
15000000,Comedy,208134,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'MTV Films', 'id': 746}, {'name': 'Dickhouse Productions', 'id': 6328}]",10/22/2013,October,151831537,Real people. Real reactions. Real messed up.,Bad Grandpa,6,0
170000000,Action,76338,"[{'name': 'Marvel Studios', 'id': 420}]",10/29/2013,October,644571402,Delve into the darkness,Thor: The Dark World,6.8,0
5000000,Drama,152532,"[{'name': 'Universal Studios', 'id': 13}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Voltage Pictures', 'id': 10255}, {'name': 'Truth Entertainment', 'id': 19631}]",9/7/2013,September,55198285,Sometimes it takes a hustler to change the world,Dallas Buyers Club,7.9,6
103000,Drama,123377,"[{'name': 'Good Film Company', 'id': 5406}, {'name': 'Finecut', 'id': 14286}]",9/5/2012,September,3623330,,Pieta,6.9,0
55000000,Animation,175574,"[{'name': 'Reel FX Creative Studios', 'id': 2787}, {'name': 'Relativity Media', 'id': 7295}]",10/30/2013,October,110000000,Hang On To Your Nuggets,Free Birds,5.7,0
28000000,Comedy,137093,"[{'name': 'Laurence Mark Productions', 'id': 415}, {'name': 'CBS Films', 'id': 5490}, {'name': 'Outlaw Sinema', 'id': 13444}, {'name': 'Good Universe', 'id': 17393}, {'name': 'Gidden Media', 'id': 34886}]",10/31/2013,October,134402450,It's going to be legendary,Last Vegas,6.4,0
12000000,Drama,205220,"[{'name': 'BBC Films', 'id': 288}, {'name': 'The Weinstein Company', 'id': 308}, {'name': 'Baby Cow Productions', 'id': 1219}, {'name': 'PathÃ©', 'id': 7981}, {'name': 'Yucaipa Films', 'id': 12005}, {'name': 'Magnolia Mae Films', 'id': 18188}]",11/1/2013,November,100129872,These two unlikely companions are on a journey to find her long lost son.,Philomena,7.4,0
17000000,Comedy,146304,"[{'name': 'Universal', 'id': 6292}]",11/15/2013,November,71625195,Times change. Friendship doesn't.,The Best Man Holiday,6.7,0
2159280,Drama,209274,"[{'name': 'Danish Film Institute', 'id': 125}, {'name': 'Portobello Pictures', 'id': 486}, {'name': 'Eurimages', 'id': 850}, {'name': 'Canal+ Polska', 'id': 6476}, {'name': 'Opus Film', 'id': 6477}, {'name': 'Polski Instytut Sztuki Filmowej', 'id': 11240}, {'name': 'Phoenix Film Investments', 'id': 44171}, {'name': 'City of Lodz', 'id': 72682}, {'name': 'Phoenix Film Poland', 'id': 72683}]",10/25/2013,October,15298355,,Ida,7.1,2
130000000,Adventure,101299,"[{'name': 'Lionsgate', 'id': 1632}, {'name': 'Color Force', 'id': 5420}]",11/15/2013,November,847423452,Every revolution begins with a spark.,The Hunger Games: Catching Fire,7.4,0
250000000,Adventure,57158,"[{'name': 'WingNut Films', 'id': 11}, {'name': 'New Line Cinema', 'id': 12}, {'name': 'Warner Bros. Pictures', 'id': 174}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",12/11/2013,December,958400000,Beyond darkness... beyond desolation... lies the greatest danger of all.,The Hobbit: The Desolation of Smaug,7.6,0
175000000,Drama,64686,"[{'name': 'Mid Atlantic Films', 'id': 2735}, {'name': 'Stuber Productions', 'id': 4403}, {'name': 'Universal', 'id': 6292}, {'name': 'Moving Picture Company (MPC)', 'id': 20478}, {'name': 'H2F Entertainment', 'id': 20851}]",12/6/2013,December,150962475,For courage. For loyalty. For honor.,47 Ronin,5.9,0
26000000,Comedy,146239,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Touchstone Pictures', 'id': 9195}]",10/10/2013,October,51164106,You're never quite ready for what life delivers.,Delivery Man,6.2,0
13000000,Drama,121642,"[{'name': 'Medusa Film', 'id': 6246}]",9/13/2012,September,18295,A story of love. A story of war. A story of life.,Twice Born,6.9,0
150000000,Animation,109445,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Walt Disney Animation Studios', 'id': 6125}]",11/27/2013,November,1274219009,Only the act of true love will thaw a frozen heart.,Frozen,7.3,2
11000000,Drama,86829,"[{'name': 'StudioCanal', 'id': 694}, {'name': 'CBS Films', 'id': 5490}, {'name': 'Anton Capital Entertainment (ACE)', 'id': 20664}]",10/6/2013,October,32935319,,Inside Llewyn Davis,7.2,0
100000000,Crime,106646,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Appian Way', 'id': 562}, {'name': 'EMJAG Productions', 'id': 14654}, {'name': 'Red Granite Pictures', 'id': 19177}, {'name': 'Sikelia Productions', 'id': 23243}]",12/25/2013,December,392000694,EARN. SPEND. PARTY.,The Wolf of Wall Street,7.9,0
22000000,Action,204082,"[{'name': 'Millennium Films', 'id': 10254}, {'name': 'Open Road Films', 'id': 10427}]",11/27/2013,November,43058898,How far would you go to protect your home?,Homefront,6.4,0
35000000,Drama,192136,"[{'name': 'Distant Horizons', 'id': 1066}, {'name': 'Film Afrika Worldwide', 'id': 4792}, {'name': 'Videovision Entertainment', 'id': 5031}, {'name': 'Pathe', 'id': 7396}, {'name': 'Origin Pictures', 'id': 8088}]",12/6/2013,December,27330000,It is an ideal for which I am prepared to die.,Mandela: Long Walk to Freedom,6.5,0
25000000,Comedy,152737,"[{'name': 'Jean Doumanian Productions', 'id': 16280}, {'name': 'Smokehouse Pictures', 'id': 22695}]",12/26/2013,December,74188937,Misery loves family,August: Osage County,6.9,0
110000,Fantasy,180048,"[{'name': 'Whitesands Media House', 'id': 84017}]",3/21/2013,March,270000,What we play is life,Amen,6.9,0
7000000,Western,158916,"[{'name': 'Kickstart Productions', 'id': 2526}, {'name': 'Mythic International Entertainment', 'id': 5706}, {'name': 'Raindance Entertainment', 'id': 23607}]",1/24/2013,January,6147,Revenge is Sweet.,Sweetwater,6,0
40000000,Drama,168672,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Atlas Entertainment', 'id': 507}, {'name': 'Annapurna Pictures', 'id': 13184}]",12/12/2013,December,251171807,Everyone Hustles To Survive,American Hustle,6.8,0
90000000,Adventure,116745,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Ingenious Media', 'id': 290}, {'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Samuel Goldwyn Films', 'id': 9118}, {'name': 'Big Screen Productions', 'id': 10893}, {'name': 'Red Hour Films', 'id': 12178}, {'name': 'TSG Entertainment', 'id': 22213}, {'name': 'Down Productions', 'id': 37336}]",12/18/2013,December,188133322,"Stop Dreaming, Start Living",The Secret Life of Walter Mitty,7,0
23000000,Romance,152601,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Annapurna Pictures', 'id': 13184}]",12/18/2013,December,47351251,A Spike Jonze Love Story,Her,7.9,5
40000000,Action,193756,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Weed Road Pictures', 'id': 433}, {'name': 'Herrick Entertainment', 'id': 6666}, {'name': 'Leverage Management', 'id': 8536}, {'name': 'Closest to the Hole Productions', 'id': 8537}, {'name': 'Emmett/Furla Films', 'id': 10405}, {'name': 'Envision Entertainment Corporation', 'id': 11030}, {'name': 'Film 44', 'id': 20153}, {'name': 'Foresight Unlimited', 'id': 21897}, {'name': 'Hollywood Studios International', 'id': 22610}, {'name': 'Spikings Entertainment', 'id': 22611}]",12/24/2013,December,149295601,Based on True Acts of Courage,Lone Survivor,7.4,0
35000000,Comedy,140823,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'BBC Films', 'id': 288}, {'name': 'Ruby Films', 'id': 2054}, {'name': 'Essential Media & Entertainment', 'id': 6747}, {'name': 'Hopscotch Features', 'id': 21079}]",11/16/2013,November,112544580,"Where her book ended, their story began.",Saving Mr. Banks,7.3,0
90000000,Fantasy,49852,"[{'name': 'Vnesheconombank', 'id': 24013}, {'name': 'Nutcracker Holdings', 'id': 24014}, {'name': 'HCC Media Group', 'id': 24015}, {'name': 'Russian Roulette Ltd.', 'id': 24016}]",11/24/2010,November,16178959,,The Nutcracker: The Untold Story,5.3,0
5000000,Drama,228331,[],11/1/2013,November,388,,A Perfect Man,4.8,0
30000000,Drama,87516,"[{'name': 'Vertigo Entertainment', 'id': 829}, {'name': '40 Acres & A Mule Filmworks', 'id': 4319}, {'name': 'Good Universe', 'id': 17393}, {'name': 'OB Productions', 'id': 17395}]",11/14/2013,November,4861022,Ask not why you were imprisoned. Ask why you were set free.,Oldboy,5.9,0
50000000,Comedy,109443,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Gary Sanchez Productions', 'id': 4740}, {'name': 'Apatow Productions', 'id': 10105}]",12/18/2013,December,173649015,It's kind of a big deal,Anchorman 2: The Legend Continues,6,0
39200000,Action,110415,"[{'name': 'CJ Entertainment', 'id': 7036}, {'name': 'Opus Pictures', 'id': 7270}, {'name': 'Stillking Films', 'id': 11345}, {'name': 'SnowPiercer', 'id': 21122}, {'name': 'Moho Film', 'id': 34725}]",8/1/2013,August,86758912,"AD 2031, the passengers in the train are the only survivors on Earth.",Snowpiercer,6.7,0
4620000,Drama,142487,"[{'name': 'Churchill Toledo', 'id': 15998}, {'name': 'Consejo Nacional para la Cultura y las Artes (CONACULTA)', 'id': 22622}]",11/9/2012,November,2395000,"To dream of the american dream is easy, but it is difficult to cross Mexico.",The Precocious and Brief Life of Sabina Rivas,5,0
14000000,Comedy,82679,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Nickelodeon Movies', 'id': 2348}, {'name': 'Anonymous Content', 'id': 10039}, {'name': 'Fake Empire', 'id': 13204}]",10/25/2012,October,11417362,Some people just can't handle Halloween.,Fun Size,5.5,0
32000000,Adventure,169881,"[{'name': 'ARD Degeto Film', 'id': 10947}, {'name': 'UFA Cinema', 'id': 27392}, {'name': 'CinePostproduction', 'id': 32510}, {'name': 'Beta Cinema', 'id': 44113}, {'name': 'Pixomondo', 'id': 64893}, {'name': 'Cine Mobil', 'id': 64894}]",12/25/2013,December,57284237,,The Physician,7.2,0
1800000,Action,211233,[],1/17/2013,January,532269,,The Hijack That Went South,5.6,0
40000000,Comedy,64807,"[{'name': 'Gerber Pictures', 'id': 975}, {'name': 'Warner Bros.', 'id': 6194}]",12/25/2013,December,44907260,DeNiro vs Stallone,Grudge Match,6,0
5000000,Horror,227348,"[{'name': 'Blumhouse Productions', 'id': 3172}, {'name': 'Room 101', 'id': 6302}, {'name': 'Solana Films', 'id': 21223}]",1/1/2014,January,86362372,You're one of us now.,Paranormal Activity: The Marked Ones,5.2,0
1000000,Drama,191714,"[{'name': 'UTV Motion Pictures', 'id': 2320}]",9/19/2013,September,4235151,,The Lunchbox,7.3,0
12000000,Drama,245775,"[{'name': 'SND', 'id': 2902}, {'name': 'WY Productions', 'id': 3304}, {'name': 'HÃ©rodiade', 'id': 7673}, {'name': 'Umedia', 'id': 19037}, {'name': 'VÃ©rtigo Films', 'id': 69195}]",1/8/2014,January,21026290,Fashions fade. Style is forever.,Yves Saint Laurent,6.4,0
2300000,Comedy,204810,"[{'name': 'United King Films', 'id': 16}, {'name': 'Bleiberg Entertainment', 'id': 1872}]",7/3/2013,July,4500000,"The hilarious story of three old men, a clever kid, and a bank just waiting to be robbed.",Hunting Elephants,6.2,0
22000000,Animation,153158,"[{'name': '100 Bares', 'id': 5517}, {'name': 'Ministerio de Cultura', 'id': 11408}, {'name': 'Instituto de CrÃ©dito Oficial (ICO)', 'id': 11427}, {'name': 'TelevisiÃ³n Federal (Telefe)', 'id': 21915}, {'name': '369 Productions', 'id': 22128}, {'name': 'Catmandu Branded Entertainment', 'id': 22130}, {'name': 'JEMPSA', 'id': 22133}, {'name': 'Plural - Jempsa', 'id': 22134}, {'name': 'Prana Animation Studios', 'id': 22135}]",7/18/2013,July,24000000,There's only one team this summer.,Underdogs,6,0
18000000,Drama,127560,"[{'name': 'Archer Street Productions', 'id': 1471}, {'name': 'Lionsgate', 'id': 1632}, {'name': 'Pictures in Paradise', 'id': 3207}, {'name': 'Silver Reel', 'id': 12075}, {'name': 'Latitude Media', 'id': 15577}, {'name': 'Thai Occidental Productions', 'id': 15578}]",12/26/2013,December,22309223,Revenge is never a straight line.,The Railway Man,6.7,0
15000000,Drama,118289,"[{'name': 'Ecosse Films', 'id': 1267}, {'name': 'Le Pacte', 'id': 5125}, {'name': 'Scope Pictures', 'id': 11199}, {'name': 'Film i VÃ¤st', 'id': 17513}, {'name': 'Filmgate Films', 'id': 18230}]",9/19/2013,September,21766271,The legend is never the whole story,Diana,5.3,0
25000000,Action,168530,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Rainforest Films', 'id': 1309}, {'name': 'Cube Vision', 'id': 2780}, {'name': 'Relativity Media', 'id': 7295}]",1/7/2014,January,153997819,Propose to this cop's sister? Rookie mistake.,Ride Along,6.1,0
60000000,Action,137094,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Di Bonaventura Pictures', 'id': 435}, {'name': 'Mace Neufeld Productions', 'id': 2767}, {'name': 'Skydance Productions', 'id': 6277}, {'name': 'Etalon film', 'id': 9341}, {'name': 'Buckaroo Entertainment', 'id': 11250}]",1/15/2014,January,50549107,Trust no one.,Jack Ryan: Shadow Recruit,5.9,0
85000000,Adventure,157350,"[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Red Wagon Entertainment', 'id': 14440}]",3/14/2014,March,288747895,What makes you different makes you dangerous.,Divergent,6.9,0
50000000,Adventure,102207,"[{'name': 'Canal+', 'id': 5358}, {'name': 'PathÃ©', 'id': 7981}]",4/3/2012,April,48600000,,HOUBA! On the Trail of the Marsupilami,5,0
7000000,Horror,79316,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Davis Entertainment', 'id': 1302}, {'name': 'TSG Entertainment', 'id': 22213}]",1/8/2014,January,36433975,The Devil Always Gets His Due,Devil's Due,4.4,0
2000000,Drama,177047,"[{'name': 'Media House Capital', 'id': 13235}, {'name': 'Unified Pictures', 'id': 13238}, {'name': 'Decoding Annie Parker', 'id': 50649}, {'name': 'Ozymandias Productions', 'id': 50650}]",5/2/2014,May,48390,"Everyone thought they were crazy, until they proved everyone wrong.",Decoding Annie Parker,5.5,0
3500000,Animation,217993,"[{'name': 'DC Comics', 'id': 429}, {'name': 'Warner Bros. Animation', 'id': 2785}, {'name': 'DC Entertainment', 'id': 9993}]",2/2/2014,February,5155325,A time when heroes became legends.,Justice League: War,7,0
7700000,Romance,185008,"[{'name': 'Dharma Productions', 'id': 19146}]",5/31/2013,May,46000000,,Yeh Jawaani Hai Deewani,7.1,0
12516654,Animation,126319,"[{'name': 'StudioCanal', 'id': 694}, {'name': 'La Parti Productions', 'id': 2675}, {'name': 'Les Armateurs', 'id': 6973}, {'name': 'Melusine Productions', 'id': 13351}, {'name': 'Maybe Movies', 'id': 27350}, {'name': 'Gkids', 'id': 32853}]",12/12/2012,December,8109160,"Bonnie and Clyde, Sid and Nancy...",Ernest & Celestine,7.6,0
65000000,Horror,100241,"[{'name': 'Lakeshore Entertainment', 'id': 126}, {'name': 'Sidney Kimmel Entertainment', 'id': 737}, {'name': 'Lionsgate', 'id': 1632}, {'name': 'Hopscotch Films', 'id': 13788}]",1/22/2014,January,71154592,"In the battle between good and evil, an immortal holds the key","I, Frankenstein",5.1,0
5000000,Drama,157099,"[{'name': 'Aegis Film Fund', 'id': 7309}, {'name': 'Altus Productions', 'id': 25836}, {'name': 'Ealing Metro International', 'id': 25837}, {'name': 'Occupant Entertainment', 'id': 25838}]",3/14/2014,March,75143,Happiness has no formula.,Better Living Through Chemistry,5.9,0
18000000,Drama,130150,"[{'name': 'Mr. Mudd Production', 'id': 2130}, {'name': 'Indian Paintbrush', 'id': 9350}, {'name': 'Right of Way Films', 'id': 32157}]",12/27/2013,December,20275812,,Labor Day,6.7,0
33000000,Adventure,157841,"[{'name': 'EpithÃ¨te Films', 'id': 7286}, {'name': 'Cross Creek Pictures', 'id': 10246}, {'name': 'Tapioca Films', 'id': 12000}]",10/16/2013,October,9494789,,The Young and Prodigious T.S. Spivet,6.7,0
70000000,War,152760,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Studio Babelsberg', 'id': 264}, {'name': 'Fox 2000 Pictures', 'id': 711}, {'name': 'Smokehouse Pictures', 'id': 22695}, {'name': 'Obelisk Productions', 'id': 24970}]",1/24/2014,January,154984035,It was the greatest art heist in history,The Monuments Men,5.8,0
60000000,Adventure,137106,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'DC Comics', 'id': 429}, {'name': 'Vertigo Entertainment', 'id': 829}, {'name': 'Lin Pictures', 'id': 2723}, {'name': 'Warner Bros. Animation', 'id': 2785}, {'name': 'LEGO', 'id': 4081}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Animal Logic', 'id': 8089}, {'name': 'Warner Animation Group', 'id': 25120}, {'name': 'RatPac-Dune Entertainment', 'id': 41624}]",2/6/2014,February,469160692,The story of a nobody who saved everybody.,The Lego Movie,7.5,0
120000000,Action,97020,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Strike Entertainment', 'id': 655}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",1/30/2014,January,242688965,We've got the future under control.,RoboCop,5.7,0
35000000,Action,144336,"[{'name': 'Open Road Films', 'id': 10427}, {'name': 'QED International', 'id': 11029}, {'name': 'Albert S. Ruddy Productions', 'id': 16311}, {'name': 'Crave Films', 'id': 16312}, {'name': 'Roth Films', 'id': 16314}]",3/28/2014,March,17508518,Leave no loose ends,Sabotage,5.5,0
8500000,Drama,157834,"[{'name': 'Le Pacte', 'id': 5125}, {'name': 'Zanuck Independent', 'id': 6716}, {'name': 'Voltage Pictures', 'id': 10255}, {'name': 'MediaPro Pictures', 'id': 11819}, {'name': 'Zephyr Films', 'id': 16923}, {'name': 'Picture Perfect Corporation', 'id': 27993}, {'name': 'Wild Side Films', 'id': 27994}]",1/2/2014,January,770706,Nothing is Everything,The Zero Theorem,5.9,0
20000000,Drama,226857,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Fake Empire', 'id': 13204}, {'name': 'Bluegrass Films', 'id': 13778}]",2/12/2014,February,34077920,Say Goodbye to Innocence,Endless Love,6.7,0
60000000,Drama,137321,"[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'Weed Road Pictures', 'id': 433}, {'name': 'Warner Bros.', 'id': 6194}]",2/13/2014,February,30800231,This is not a true story. This is true love.,Winter's Tale,6,0
4000000,Drama,157847,"[{'name': 'Worldview Entertainment', 'id': 9015}, {'name': 'Muskat Filmed Properties', 'id': 10989}, {'name': 'Dreambridge Films', 'id': 14037}, {'name': 'Rough House Pictures', 'id': 20848}]",4/11/2014,April,2365467,,Joe,6.5,0
20000000,Science Fiction,20493,"[{'name': 'Baweja Movies', 'id': 3786}]",7/4/2008,July,5000000,,Love Story 2050,3.6,0
12500000,Comedy,222899,"[{'name': 'Screen Gems, Inc.', 'id': 127}, {'name': 'Rainforest Films', 'id': 1309}, {'name': 'Olive Bridge Entertainment', 'id': 7291}]",2/14/2014,February,49002684,It's about compromise. It's about love. It's about a good wingman.,About Last Night,6,0
30000000,Comedy,120467,"[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Scott Rudin Productions', 'id': 258}, {'name': 'Studio Babelsberg', 'id': 264}, {'name': 'Indian Paintbrush', 'id': 9350}, {'name': 'TSG Entertainment', 'id': 22213}, {'name': 'American Empirical Pictures', 'id': 23449}]",2/26/2014,February,174600318,A perfect holiday without leaving home.,The Grand Budapest Hotel,8,9
8000000,Comedy,225565,"[{'name': 'Treehouse Pictures', 'id': 14580}]",1/29/2014,January,26049082,When you realize getting some means wanting more.,That Awkward Moment,6.1,0
165000000,Adventure,157336,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Legendary Pictures', 'id': 923}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Syncopy', 'id': 9996}, {'name': 'Lynda Obst Productions', 'id': 13769}]",11/5/2014,November,675120017,Mankind was born on Earth. It was never meant to die here.,Interstellar,8.1,5
28000000,Action,192102,"[{'name': 'Wonderland Sound and Vision', 'id': 4022}, {'name': 'EuropaCorp', 'id': 6896}, {'name': 'Relativity Media', 'id': 7295}, {'name': '3DTK', 'id': 22947}, {'name': 'Feelgood Entertainment', 'id': 22948}, {'name': 'Paradise/MGN', 'id': 22949}]",2/14/2014,February,52597999,,3 Days to Kill,6,0
50000000,Action,225574,"[{'name': 'StudioCanal', 'id': 694}, {'name': 'Silver Pictures', 'id': 1885}, {'name': 'TF1 Films Production', 'id': 3823}, {'name': 'Canal+', 'id': 5358}, {'name': 'Anton Capital Entertainment (ACE)', 'id': 20664}, {'name': 'TF1', 'id': 22123}, {'name': 'LOVEFiLM International', 'id': 26387}]",1/26/2014,January,222809600,The hijacking was just the beginning.,Non-Stop,6.8,0
110000000,Action,53182,"[{'name': 'Legendary Pictures', 'id': 923}, {'name': 'Hollywood Gang Productions', 'id': 2994}, {'name': 'Atmosphere Entertainment MM', 'id': 2995}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Nimar Studios', 'id': 7636}, {'name': 'Cruel and Unusual Films', 'id': 78685}]",3/5/2014,March,337580051,Seize your glory!,300: Rise of an Empire,6.1,0
145000000,Animation,82703,"[{'name': 'Pacific Data Images (PDI)', 'id': 520}, {'name': 'DreamWorks Animation', 'id': 521}, {'name': 'Classic Media Productions', 'id': 73951}, {'name': 'Bullwinkle Studios', 'id': 73952}]",2/7/2014,February,272912430,He's Leaving His Mark On History,Mr. Peabody & Sherman,6.7,0
13300000,Thriller,97370,"[{'name': 'Scottish Screen', 'id': 698}, {'name': 'UK Film Council', 'id': 2452}, {'name': 'FilmNation Entertainment', 'id': 7493}, {'name': 'Nick Wechsler Productions', 'id': 8073}, {'name': 'Creative Scotland', 'id': 8087}, {'name': 'British Film Institute', 'id': 8092}, {'name': 'Film4', 'id': 9349}, {'name': 'Silver Reel', 'id': 12075}, {'name': 'JW Films', 'id': 27543}, {'name': 'A24', 'id': 41077}]",3/14/2014,March,5380251,A mysterious seductress preys upon the population of Scotland,Under the Skin,6,0
66000000,Action,136797,"[{'name': 'DreamWorks SKG', 'id': 27}, {'name': 'Reliance Entertainment', 'id': 7294}, {'name': 'Bandito Brothers', 'id': 8403}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Electronic Arts', 'id': 34890}, {'name': 'Revolution Sun Studios', 'id': 76043}]",3/13/2014,March,203277636,For honor. For love. For redemption.,Need for Speed,6.1,0
6000000,Comedy,242042,"[{'name': 'WhiteFlame Productions', 'id': 60250}]",2/2/2014,February,15071,She's stepping out into the world.,Barefoot,6.3,0
6000000,Comedy,177494,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Warner Bros. Interactive Entertainment', 'id': 13034}, {'name': 'Rob Thomas Productions', 'id': 19019}, {'name': 'Spondoolie Productions', 'id': 19378}, {'name': 'WARNER BROS DIGITAL DISTRIBUTION', 'id': 38656}, {'name': 'In The Groove', 'id': 95406}]",3/13/2014,March,3485127,She thought she was out,Veronica Mars,6.5,0
9500000,Comedy,209403,"[{'name': 'Darko Entertainment', 'id': 12622}, {'name': 'Aggregate Film', 'id': 25975}]",9/6/2013,September,7800000,The end justifies the means,Bad Words,6.4,0
22000000,Drama,235260,"[{'name': 'Hearst Entertainment Productions', 'id': 7483}, {'name': 'LightWorkers Media', 'id': 23920}]",2/28/2014,February,67800064,Their Empire. His Kingdom.,Son of God,5.9,0
30000000,Animation,192577,"[{'name': 'Toei Animation Company', 'id': 3116}]",9/7/2013,September,17137302,,Space Pirate Captain Harlock,6.4,0
170000000,Action,100402,"[{'name': 'Marvel Studios', 'id': 420}]",3/20/2014,March,714766572,In heroes we trust.,Captain America: The Winter Soldier,7.6,0
